Region,location,date,month,year,year2,Peak_Freq 
Oceanic Northeast Atlantic,Azores,09/12/2010,Dec-10,2010,2010/2011,125
Oceanic Northeast Atlantic,Azores,09/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,09/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,09/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,126
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,127
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,125
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,135.7
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,14/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,125
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,17/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,127
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,133.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,23/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,136.7
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,127.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,29/12/2010,Dec-10,2010,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,03/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,03/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,03/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,03/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,05/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,128.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,132.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,129.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,131.8
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
Oceanic Northeast Atlantic,Azores,07/01/2011,Jan-11,2011,2010/2011,130.9
